AMI	Rv0238	0.0	4.10342861717e-05
AMI	Rv1322	0.0	2.13101478924e-05
AMI	Rv2227	0.0	0.0
AMI	Rv1324	0.0	0.0
AMI	Rv1321	0.0	0.0
AMI	Rv0232	0.0	9.17262887544e-06
AMI	Rv2929	0.0	0.0
AMI	Rv0042c	0.0	0.0
AMI	espG2	0.0	1.52325244863e-05
AMI	Rv0965c	0.0	0.0
AMI	leuC	0.0	0.0
AMI	Rv1567c	0.000137598899209	0.0
AMI	pafC	0.0	0.0
AMI	xseA	0.000169683257919	9.70167900548e-05
AMI	xseB	0.0	0.0
AMI	speE	7.1845532106e-05	8.02674490954e-06
AMI	Rv1871c	0.0	1.62284972412e-05
AMI	Rv0455c	0.0	0.0
AMI	Rv0927c	0.0	0.0
AMI	dnaQ	0.0	6.39304436773e-06
AMI	Rv3830c	0.0	0.0
AMI	G2	0.0	2.76380520701e-05
AMI	Rv3770c	0.000196078431373	0.000130879824973
AMI	frdA	0.0	1.43812221149e-05
AMI	frdB	0.0	0.0
AMI	frdC	0.0	3.31182230913e-05
AMI	frdD	0.0	0.0
AMI	clgR	0.0	0.0
AMI	Rv1592c	0.0	4.71969718423e-06
AMI	Rv1254	0.0	5.49402250352e-06
AMI	Rv1524	9.0715804394e-05	5.08362564181e-06
AMI	Rv0309	0.0	0.0
AMI	Rv0308	0.0	0.0
AMI	Rv1520	0.0	6.07984046499e-06
AMI	Rv0215c	0.0	5.56161153256e-06
AMI	Rv0306	0.0	0.0
AMI	Rv0268c	0.0	1.24100273021e-05
AMI	ald	0.0	0.0
AMI	Rv0303	0.0	6.96272158861e-06
AMI	Rv0302	0.000178422079732	1.99337172161e-05
AMI	Rv2813	None	None
AMI	Rv2812	None	None
AMI	Rv0123	0.0	3.43041405098e-05
AMI	Rv0122	0.0	0.0
AMI	Rv0128	0.0	0.0
AMI	Rv2949c	0.000188235294118	3.1612082245e-05
AMI	metK	0.000199314049052	0.000107225912465
AMI	yrbE3A	0.0	0.0
AMI	mce1A	0.0	4.63671349747e-06
AMI	yrbE3B	0.00061322568243	0.000654062609573
AMI	Rv3780	0.0	0.0
AMI	Rv3784	0.0	0.0
AMI	Rv3785	0.0	4.41217417379e-05
AMI	Rv3403c	0.0	7.90151551068e-06
AMI	erg3	4.34282240028e-05	1.40179710389e-05
AMI	Rv3788	0.0	2.59630514358e-05
AMI	Rv3789	0.0	0.0
AMI	Rv0947c	0.0	0.0
AMI	Rv0380c	0.0	0.0
AMI	Rv0201c	0.0	0.0
AMI	Rv2954c	0.0	0.0
AMI	dlaT	0.0002919751171	0.00038788828006
AMI	Rv2018	0.000204793028322	0.000101801620789
AMI	Rv2901c	0.0	0.0
AMI	hbhA	0.0	0.0
AMI	mpt63	0.0	0.0
AMI	viuB	0.00013256006628	1.48099096218e-05
AMI	kshB	0.0	1.17532291997e-05
AMI	cmr	0.0	2.56690982602e-05
AMI	mpt64	0.0	0.0
AMI	kshA	3.37775075577e-05	5.45143318178e-06
AMI	Rv2269c	0.000339162692104	0.0
AMI	oxyR	7.59993920049e-05	0.0
AMI	Rv2556c	0.0	0.0
AMI	Rv3835	0.000112708787219	1.87231635895e-05
AMI	pafB	3.92549412157e-05	0.0
AMI	Rv2073c	5.31377862798e-05	5.06394455144e-05
AMI	Rv2686c	0.0	0.0
AMI	pafA	0.0	0.0
AMI	Rv3833	0.0	3.16607911545e-05
AMI	entC	0.0	0.0
AMI	Rv3259	0.0	0.0
AMI	kstD	0.0	0.0
AMI	nei	0.0	0.0
AMI	Rv3831	0.0	0.0
AMI	Rv3254	0.000264261212044	0.000365612703967
AMI	kstR	0.0	0.0
AMI	Rv2658c	None	None
AMI	fecB	0.0	1.16833731461e-05
AMI	Rv2729c	0.0	7.42853746954e-06
AMI	Rv3732	0.0	0.0
AMI	Rv1505c	0.0	0.0
AMI	mec	0.0	0.0
AMI	che1	0.0	0.0
AMI	argR	0.000149829912472	0.0
AMI	ASpks	None	None
AMI	Rv1248c	0.0	3.424845197e-06
AMI	Rv3334	0.0	1.43517322541e-05
AMI	Rv3337	0.0	0.0
AMI	vapB43	0.0	0.0
AMI	uspA	0.000129371336163	5.04266936039e-05
AMI	uspB	0.0	7.67165324127e-06
AMI	uspC	0.0	4.78752944331e-06
AMI	vapB47	0.000376470588235	4.2060143326e-05
AMI	vapB46	0.0	0.0
AMI	narU	0.0	0.0
AMI	mez	0.0	7.68562710874e-06
AMI	sugI	0.0	4.35589396012e-06
AMI	Rv0825c	0.0	0.0
AMI	mazF9	0.0	0.0
AMI	Rv0108c	0.0	0.0
AMI	mazF7	0.000587758217642	0.000316199041137
AMI	mazF6	0.0	0.0
AMI	mazF5	0.0	0.0
AMI	mazF4	0.0	3.980574795e-05
AMI	mazF3	0.0	0.0
AMI	mazF2	0.0	2.04825693335e-05
AMI	mazF1	0.0	8.93471671818e-05
AMI	sugB	0.0	7.67165324127e-06
AMI	plsB1	0.0	6.78725353786e-06
AMI	plsB2	1.65467030694e-05	1.0682048817e-05
AMI	Rv1111c	0.0	0.0
AMI	gpsI	0.0	1.1171352809e-05
AMI	lepB	0.0	0.0
AMI	cspB	0.0	4.62421255422e-05
AMI	gltD	7.69878503549e-05	1.72299051438e-05
AMI	cspA	0.000192233756248	6.20501365103e-05
AMI	kgtP	None	9.40604021534e-06
AMI	pstC1	0.0	0.0
AMI	pstC2	4.02212166918e-05	2.58419498926e-05
AMI	Rv2510c	0.0	0.0
AMI	Rv1272c	0.0	0.0
AMI	rplE	6.95313586427e-05	0.0
AMI	vapC37	0.000259634888438	2.90069953972e-05
AMI	vapC36	0.000268907563025	1.50693188668e-05
AMI	vapC35	0.0	0.0
AMI	vapC34	0.0	2.5418128209e-05
AMI	vapC33	9.07770515614e-05	2.93014533521e-05
AMI	vapC32	0.0	0.0
AMI	vapC31	0.00123588829471	1.47531793101e-05
AMI	vapC30	0.0	1.59826109193e-05
AMI	typA	2.07820277024e-05	0.0
AMI	Rv1366A	0.0	0.0
AMI	Rv1895	0.0	2.18835523658e-05
AMI	Rv1892	0.0	0.0
AMI	Rv1893	0.0	0.0
AMI	vapC39	0.0	1.50693188668e-05
AMI	Rv1891	0.0	0.0
AMI	PPE44	None	None
AMI	PPE45	None	None
AMI	PPE46	None	None
AMI	PPE47	None	None
AMI	PPE41	None	None
AMI	PPE42	None	None
AMI	PPE43	None	None
AMI	Rv0749A	0.0	0.0
AMI	Rv1129c	8.10618566386e-05	3.02692866309e-05
AMI	PPE48	None	None
AMI	PPE49	None	None
AMI	Rv1928c	0.0	0.0
AMI	Rv3640c	None	None
AMI	Rv1250	4.41739914357e-05	5.24597054497e-05
AMI	Rv3529c	0.0	5.4797523152e-06
AMI	lpqC	0.0	0.0
AMI	lpqB	0.0	0.0
AMI	lpqA	0.0	0.0
AMI	lpqG	0.0	0.0
AMI	Rv2585c	0.0	2.26129802828e-05
AMI	lpqE	0.0	0.0
AMI	lpqD	0.0	0.0
AMI	lpqK	0.0	0.0
AMI	lpqJ	6.990318409e-05	1.12818430019e-05
AMI	lpqI	9.67790715258e-05	1.08123761763e-05
AMI	lpqH	0.0	0.0
AMI	lpqO	0.0	0.0
AMI	lpqN	0.0	0.0
AMI	lpqM	2.61961832161e-05	0.0
AMI	lpqL	2.60916076344e-05	2.51055052844e-05
AMI	lpqS	0.0	0.0
AMI	lpqR	5.08634063223e-05	5.66809659062e-05
